100 100
68.139404 18.941848 55.627412 29.861870 88.442880 59.435689 35.586864 8.425689 10.567215 3.180104 48.001388 59.311968 56.243426 83.259326 39.463553 63.935113 57.466602 41.163820 40.315711 86.163467 49.386337 36.162102 76.460165 65.942407 94.009590 19.178456 32.302678 11.085986 22.156169 78.727627 75.229728 86.092901 63.419038 83.743387 75.082403 9.931412 17.241785 82.670063 35.793537 81.988287 77.156997 77.679813 64.617723 30.034861 95.888966 5.889029 76.908255 97.074407 29.555517 39.562196 21.839525 56.894362 23.514730 12.066808 6.837740 21.893579 65.369129 58.963263 95.580286 17.906243 50.214976 63.071150 36.855441 29.390231 61.610430 86.475021 85.673475 14.083806 6.512004 47.256714 43.570864 95.505571 62.093294 1.959752 37.555996 3.607110 24.688864 45.739573 44.992939 96.296555 56.240386 32.183656 10.704352 8.041938 60.840654 48.895743 90.769815 68.293589 10.357583 79.887974 77.151960 93.034500 30.823839 56.233191 11.252163 15.109521 45.724446 90.732199 36.096698 77.214509 
44.292766 28.525478 27.684265 89.462465 95.633543 12.925917 45.898134 9.914715 36.617139 24.277067 24.679317 85.263002 15.262178 11.407077 18.745349 53.087413 40.172368 77.004308 11.367157 47.812626 86.815709 11.595491 85.414881 67.852074 89.854443 83.592564 40.239578 6.572442 63.023180 30.557051 72.381020 7.820333 36.338833 46.743390 16.142970 14.902355 63.871372 86.163437 48.879188 12.513430 13.235284 45.413858 70.692605 30.623183 83.811545 20.652333 3.749070 10.627970 24.295110 27.911994 16.864608 43.470624 10.768451 85.358882 26.761696 83.827597 90.459371 50.611299 24.065854 74.808049 98.931265 37.750003 64.274466 60.904241 17.583336 23.125650 72.797191 2.411677 33.049709 66.461390 16.560741 36.366320 8.731619 52.315724 70.389932 43.563774 76.357704 43.960381 42.095187 93.812603 8.461470 11.932124 43.206784 76.429808 55.743742 85.061872 34.906158 67.797625 74.709255 38.487196 54.309988 87.996501 57.185334 13.940522 98.362446 77.612203 28.307950 71.728134 34.720004 39.100078 
54.985106 34.707350 26.431796 39.206558 44.605747 88.802004 95.234185 0.947899 31.332219 0.623307 75.923181 40.862951 83.621049 19.020064 70.223439 45.290056 89.972508 67.959881 1.731710 4.849138 99.457222 77.558947 33.219403 18.512438 38.549605 3.217216 71.746582 44.797623 13.651194 35.608345 69.474107 51.271170 14.585201 33.482319 37.338439 47.114870 59.607917 30.241537 69.518089 90.550011 74.053204 12.216862 28.799927 40.360823 44.348466 64.689159 30.673471 29.045337 65.003777 18.456554 99.305463 26.954597 25.908890 50.735462 10.935912 99.865276 35.673282 60.826862 17.061469 52.101880 76.318467 84.419721 42.227903 24.342714 28.004071 64.407820 2.240218 51.350027 39.869702 90.067774 69.056588 34.124231 25.968894 59.225756 7.240464 90.472680 74.372673 81.505316 59.893334 27.258047 26.004681 60.683012 99.413043 35.043904 82.876003 96.977168 95.258564 10.718592 47.382483 57.401198 41.935387 8.049206 83.011061 66.922438 65.409815 42.717928 60.210311 54.682475 48.315531 39.151284 
15.648587 5.808118 17.031989 56.619138 97.873795 64.834744 77.565908 50.202495 53.293151 97.982049 84.334117 3.474353 93.443424 3.643136 30.190793 16.641065 86.394668 35.188067 5.820531 25.656381 6.822556 66.705418 17.941377 40.706709 57.648766 2.809734 23.193723 16.905940 38.124290 54.922241 78.106803 41.035971 91.562551 91.815394 41.361722 66.492122 33.126938 64.458472 53.494054 74.568111 66.191018 72.426742 76.275092 55.527252 46.558544 9.431257 11.132657 6.562637 98.235846 49.812582 0.080076 45.832631 9.048223 73.491579 72.930729 46.742806 6.327920 53.362244 59.236807 93.032992 5.486749 15.797856 14.582089 81.172431 65.070045 32.262382 33.856165 20.580122 90.108514 53.744155 78.058600 30.899531 28.422037 89.175296 69.200838 58.508813 57.601130 2.169028 54.851562 90.203261 46.168467 53.428084 65.761763 57.979381 59.481037 97.779751 84.229821 50.564080 30.497837 77.165037 12.758251 27.918398 24.532753 21.975888 48.746419 81.088769 58.923501 27.249834 87.949091 60.407728 
72.650588 38.446799 75.361502 0.722178 37.637466 72.885978 94.642806 61.655378 41.988882 7.129202 20.498709 21.807155 12.859954 37.247533 19.305064 60.217345 72.919345 55.449903 46.556348 72.516620 86.847323 42.939439 83.158600 46.583882 35.285923 50.491333 7.838171 36.134169 6.948444 82.493907 75.125790 39.114237 92.963082 30.538976 68.584847 5.497980 4.547187 24.572517 90.288341 76.166660 33.003774 94.448757 0.293828 38.371697 13.093360 60.099298 88.852561 45.008838 63.524020 48.247641 98.107344 90.133810 78.979754 12.778234 63.794082 87.094927 4.422678 31.943035 66.572827 89.468038 89.294833 78.251743 77.030969 59.503496 75.254148 96.443528 26.419401 30.875650 27.069387 55.169958 41.507500 16.578500 34.855434 15.279832 8.138389 81.906348 99.954712 38.869154 73.873723 95.645356 11.505167 67.350465 59.315300 12.279447 80.668652 98.009938 53.014672 17.609748 67.042011 75.063348 89.649773 43.722486 43.827748 12.984781 35.224774 22.791220 52.032620 12.263432 11.500246 84.631222 
96.971083 92.947572 69.829315 21.247557 7.686616 88.947594 42.190012 87.561136 40.024704 95.214874 76.366454 90.952116 32.216978 70.731944 91.779202 33.078304 47.060725 49.593699 21.310076 58.437735 63.000560 50.416207 45.242888 97.231740 73.861074 83.041251 74.336481 73.212510 82.616585 36.998421 32.476130 26.306009 25.094473 62.815559 41.054487 2.778126 91.960907 86.998808 88.988060 22.322634 76.502806 82.657826 30.034375 87.769109 35.433829 36.386481 47.562537 83.546704 69.406378 13.050203 34.750611 53.493673 68.187267 23.432344 27.407557 38.822538 90.398592 29.133931 53.955656 32.728994 76.202959 43.117782 80.568802 19.911928 59.785944 22.406511 86.220527 8.363102 58.649969 29.996702 54.582185 62.760562 16.718017 79.694360 23.140936 29.707938 1.306601 60.037678 53.286946 93.726206 56.304479 9.416860 69.171059 57.996845 52.973795 30.604011 61.614794 59.836274 68.284410 56.131935 9.388602 94.233322 79.399830 72.920120 68.403327 54.749501 74.885386 98.680669 25.994080 82.507890 
10.128178 24.278811 53.972632 18.050243 70.422620 92.985851 13.238260 95.425922 23.466398 99.753070 49.884564 9.852844 96.741545 35.134503 5.608842 67.804569 91.408247 98.446196 85.269243 20.113611 49.462390 14.367861 80.634820 29.405427 17.015381 77.499509 34.197456 56.623983 79.260987 39.447424 92.871946 98.789376 53.071725 76.456594 6.002591 85.551536 64.697361 68.537313 6.644817 79.435837 78.125423 54.022652 58.709520 30.936894 56.382513 20.913646 95.635140 39.818889 36.045751 20.922841 50.200456 19.058263 12.235376 39.973238 30.202278 9.716813 10.474382 42.926085 58.710068 40.126616 8.053352 52.682966 42.620045 15.109058 37.922338 60.711199 73.151004 48.897997 28.633791 48.112625 28.906363 29.226217 5.046562 17.577954 32.677084 3.733401 47.263601 59.340084 28.775340 27.140266 46.441191 37.085244 91.683114 18.060832 48.404431 33.287352 60.551894 95.671034 43.042558 16.297115 5.615282 76.038563 80.095595 66.688961 41.403663 71.346676 23.633794 13.183337 72.350276 91.120303 
58.950502 81.129944 50.973332 8.781508 90.806317 81.783110 28.725654 92.081535 14.368112 84.857148 94.042128 66.086704 19.245678 62.122041 85.105008 59.831434 86.962175 73.282892 65.606737 52.442527 1.589326 11.806819 37.205169 7.249467 41.791618 91.737527 32.607299 30.869007 15.409793 92.392743 44.815212 9.281335 91.402549 2.672571 17.894396 51.104313 10.203002 81.853479 11.383966 30.323425 45.815647 23.592362 16.821958 26.651114 25.291082 67.217445 23.583788 72.722846 52.895820 20.098828 0.988470 13.208555 96.184176 67.422080 62.931848 95.564204 47.608492 55.933434 73.179567 28.979227 53.865176 11.984053 15.973744 70.719939 89.974707 4.903475 12.706861 64.212024 11.539955 52.026427 8.162546 87.918818 51.559108 53.971326 96.092582 28.004205 66.693902 24.428135 63.664639 11.573236 11.377821 27.034917 75.856626 22.352692 81.705898 31.035367 11.429517 95.894951 6.482919 58.406818 43.401644 51.431155 3.418103 48.053238 30.755487 7.493582 44.630307 1.567847 50.795972 27.882594 
22.749916 57.831317 70.993799 92.739952 80.334574 83.182448 47.432515 98.257703 17.201921 12.699987 48.669773 92.866039 99.533796 64.534932 38.639453 13.299511 24.893229 80.504513 39.305559 8.532549 6.557737 15.880525 3.975510 16.395682 62.224430 5.962383 9.765684 31.843227 89.100140 6.108583 66.956836 43.575796 78.432995 23.342678 20.393199 48.488843 51.978004 94.331276 25.788519 27.646402 53.083163 68.696487 81.846529 94.641149 33.752808 83.466595 23.034513 41.048375 0.052333 79.568857 13.781807 30.816486 32.671258 5.806738 93.843240 23.306650 14.864661 30.358869 41.518179 96.029323 64.799768 89.712441 97.013259 1.892969 15.138030 24.874336 62.966794 82.934785 84.916192 86.485231 57.310450 16.700457 84.590936 19.839872 48.747656 1.837255 78.753644 12.519504 15.313835 79.630828 55.349463 58.428848 13.612390 83.423692 1.973894 75.243610 19.386797 33.884460 96.111101 39.269868 8.681260 5.939282 21.521418 10.479251 24.760950 57.284230 76.057082 91.427785 26.747519 45.560047 
27.729580 51.061326 87.719548 2.478828 61.670852 2.045044 71.061182 25.265670 40.120733 9.178133 56.882679 27.221563 12.802389 69.751763 17.934807 30.287594 43.610969 69.561011 11.942468 17.060186 30.548060 21.249917 47.362393 19.764584 83.370882 14.404923 3.534766 8.809963 69.048351 95.634282 25.346366 96.367913 55.561036 14.376503 25.882840 12.908019 45.068935 73.567849 54.803139 76.371205 70.884389 53.954840 19.008586 77.306563 91.427439 21.022530 25.668022 2.436395 48.489824 68.485385 33.834028 48.534092 12.504655 65.740311 97.412288 8.351050 56.101966 5.732000 37.722713 5.616354 94.060344 72.160351 99.064380 75.062442 74.464267 20.952152 42.821094 94.133812 6.954024 76.281989 71.363783 11.053292 72.684002 0.005229 87.890124 69.360846 47.768250 40.981501 76.076138 11.662465 11.040089 50.770432 98.637545 1.221415 28.330210 45.858324 40.836841 44.801223 74.161547 33.171153 7.583188 50.631154 57.757980 38.327333 67.493159 57.559806 7.699282 1.835793 54.180413 10.172293 
